Thomas;0;[['Rotation', (105, '9')], ['Chute lente', (104, '8')], ['Gauche', (84, 'T')], ['Droite', (82, 'R')], ['Chute rapide', (32, 'Space')], ['Garder', (67, 'C')]]
hugo;0;[['Rotation', (80, 'Up')], ['Chute lente', (40, 'Down')], ['Gauche', (37, 'Left')], ['Droite', (39, 'Right')], ['Chute rapide', (32, 'Space')], ['Garder', (67, 'C')]]
